topic, slot, schedule, stat, N, result
all, all, 1, acc, 12290, 0.0515053
all, all, 1, precision, 29164, 0.3681937
all, all, 1, recall, 28749, 0.3735086
all, all, 1, f1, 47175, 0.3708321
FOOD, INFO, 1, acc, 2155, 0.2900232
FOOD, INFO, 1, precision, 1709, 0.4142774
FOOD, INFO, 1, recall, 1945, 0.3640103
FOOD, INFO, 1, f1, 2946, 0.3875205
FOOD, CUISINE, 1, acc, 996, 0.1164659
FOOD, CUISINE, 1, precision, 831, 0.2587244
FOOD, CUISINE, 1, recall, 673, 0.3194651
FOOD, CUISINE, 1, f1, 1289, 0.2859043
FOOD, TYPE_OF_PLACE, 1, acc, 862, 0.1972158
FOOD, TYPE_OF_PLACE, 1, precision, 729, 0.2551440
FOOD, TYPE_OF_PLACE, 1, recall, 378, 0.4920635
FOOD, TYPE_OF_PLACE, 1, f1, 921, 0.3360434
FOOD, DRINK, 1, acc, 283, 0.1484099
FOOD, DRINK, 1, precision, 235, 0.1957447
FOOD, DRINK, 1, recall, 112, 0.4107143
FOOD, DRINK, 1, f1, 301, 0.2651297
FOOD, PLACE, 1, acc, 951, 0.0588854
FOOD, PLACE, 1, precision, 690, 0.0898551
FOOD, PLACE, 1, recall, 527, 0.1176471
FOOD, PLACE, 1, f1, 1155, 0.1018899
FOOD, MEAL_TIME, 1, acc, 128, 0.0234375
FOOD, MEAL_TIME, 1, precision, 127, 0.1732283
FOOD, MEAL_TIME, 1, recall, 46, 0.4782609
FOOD, MEAL_TIME, 1, f1, 151, 0.2543353
FOOD, DISH, 1, acc, 1858, 0.2023681
FOOD, DISH, 1, precision, 1638, 0.3705739
FOOD, DISH, 1, recall, 1865, 0.3254692
FOOD, DISH, 1, f1, 2896, 0.3465601
FOOD, NEIGHBOURHOOD, 1, acc, 605, 0.2132231
FOOD, NEIGHBOURHOOD, 1, precision, 536, 0.2667910
FOOD, NEIGHBOURHOOD, 1, recall, 310, 0.4612903
FOOD, NEIGHBOURHOOD, 1, f1, 703, 0.3380615
FOOD, all, 1, acc, 2683, 0.0324264
FOOD, all, 1, precision, 6495, 0.3062356
FOOD, all, 1, recall, 5856, 0.3396516
FOOD, all, 1, f1, 10362, 0.3220792
ATTRACTION, INFO, 1, acc, 4986, 0.2346570
ATTRACTION, INFO, 1, precision, 4057, 0.3926547
ATTRACTION, INFO, 1, recall, 4948, 0.3219483
ATTRACTION, INFO, 1, f1, 7412, 0.3538034
ATTRACTION, TYPE_OF_PLACE, 1, acc, 2101, 0.2436935
ATTRACTION, TYPE_OF_PLACE, 1, precision, 1568, 0.3903061
ATTRACTION, TYPE_OF_PLACE, 1, recall, 1388, 0.4409222
ATTRACTION, TYPE_OF_PLACE, 1, f1, 2344, 0.4140731
ATTRACTION, ACTIVITY, 1, acc, 2398, 0.1313595
ATTRACTION, ACTIVITY, 1, precision, 1797, 0.1847524
ATTRACTION, ACTIVITY, 1, recall, 1233, 0.2692620
ATTRACTION, ACTIVITY, 1, f1, 2698, 0.2191419
ATTRACTION, PLACE, 1, acc, 5230, 0.2751434
ATTRACTION, PLACE, 1, precision, 5278, 0.3459644
ATTRACTION, PLACE, 1, recall, 3987, 0.4579885
ATTRACTION, PLACE, 1, f1, 7439, 0.3941716
ATTRACTION, TIME, 1, acc, 539, 0.1706865
ATTRACTION, TIME, 1, precision, 648, 0.2469136
ATTRACTION, TIME, 1, recall, 300, 0.5333333
ATTRACTION, TIME, 1, f1, 788, 0.3375527
ATTRACTION, NEIGHBOURHOOD, 1, acc, 2150, 0.3804651
ATTRACTION, NEIGHBOURHOOD, 1, precision, 1553, 0.5969092
ATTRACTION, NEIGHBOURHOOD, 1, recall, 1843, 0.5029843
ATTRACTION, NEIGHBOURHOOD, 1, f1, 2469, 0.5459364
ATTRACTION, all, 1, acc, 5949, 0.0591696
ATTRACTION, all, 1, precision, 14901, 0.3657473
ATTRACTION, all, 1, recall, 13699, 0.3978393
ATTRACTION, all, 1, f1, 23150, 0.3811189
TRANSPORTATION, INFO, 1, acc, 1345, 0.1791822
TRANSPORTATION, INFO, 1, precision, 846, 0.3120567
TRANSPORTATION, INFO, 1, recall, 1195, 0.2209205
TRANSPORTATION, INFO, 1, f1, 1777, 0.2586967
TRANSPORTATION, FROM, 1, acc, 1347, 0.1158129
TRANSPORTATION, FROM, 1, precision, 1112, 0.1402878
TRANSPORTATION, FROM, 1, recall, 1055, 0.1478673
TRANSPORTATION, FROM, 1, f1, 2011, 0.1439778
TRANSPORTATION, TO, 1, acc, 1138, 0.0931459
TRANSPORTATION, TO, 1, precision, 350, 0.3028571
TRANSPORTATION, TO, 1, recall, 1081, 0.0980574
TRANSPORTATION, TO, 1, f1, 1325, 0.1481481
TRANSPORTATION, STATION, 1, acc, 288, 0.0590278
TRANSPORTATION, STATION, 1, precision, 37, 0.4594595
TRANSPORTATION, STATION, 1, recall, 269, 0.0631970
TRANSPORTATION, STATION, 1, f1, 289, 0.1111111
TRANSPORTATION, LINE, 1, acc, 279, 0.1218638
TRANSPORTATION, LINE, 1, precision, 77, 0.4415584
TRANSPORTATION, LINE, 1, recall, 263, 0.1292776
TRANSPORTATION, LINE, 1, f1, 306, 0.2000000
TRANSPORTATION, TYPE, 1, acc, 1931, 0.5908856
TRANSPORTATION, TYPE, 1, precision, 2249, 0.6251667
TRANSPORTATION, TYPE, 1, recall, 1771, 0.7939018
TRANSPORTATION, TYPE, 1, f1, 2614, 0.6995025
TRANSPORTATION, TICKET, 1, acc, 56, 0.3214286
TRANSPORTATION, TICKET, 1, precision, 31, 0.5806452
TRANSPORTATION, TICKET, 1, recall, 43, 0.4186047
TRANSPORTATION, TICKET, 1, f1, 56, 0.4864865
TRANSPORTATION, all, 1, acc, 1940, 0.0443299
TRANSPORTATION, all, 1, precision, 4702, 0.4255636
TRANSPORTATION, all, 1, recall, 5677, 0.3524749
TRANSPORTATION, all, 1, f1, 8378, 0.3855863
SHOPPING, INFO, 1, acc, 625, 0.1600000
SHOPPING, INFO, 1, precision, 430, 0.3000000
SHOPPING, INFO, 1, recall, 603, 0.2139303
SHOPPING, INFO, 1, f1, 904, 0.2497580
SHOPPING, TYPE_OF_PLACE, 1, acc, 614, 0.2801303
SHOPPING, TYPE_OF_PLACE, 1, precision, 553, 0.3182640
SHOPPING, TYPE_OF_PLACE, 1, recall, 331, 0.5317221
SHOPPING, TYPE_OF_PLACE, 1, f1, 708, 0.3981900
SHOPPING, PLACE, 1, acc, 413, 0.2082324
SHOPPING, PLACE, 1, precision, 426, 0.3521127
SHOPPING, PLACE, 1, recall, 277, 0.5415162
SHOPPING, PLACE, 1, f1, 553, 0.4267425
SHOPPING, NEIGHBOURHOOD, 1, acc, 517, 0.3791103
SHOPPING, NEIGHBOURHOOD, 1, precision, 478, 0.4539749
SHOPPING, NEIGHBOURHOOD, 1, recall, 330, 0.6575758
SHOPPING, NEIGHBOURHOOD, 1, f1, 591, 0.5371287
SHOPPING, TIME, 1, acc, 43, 0.0000000
SHOPPING, TIME, 1, precision, 64, 0.0000000
SHOPPING, TIME, 1, recall, 0, -
SHOPPING, TIME, 1, f1, 64, -
SHOPPING, all, 1, acc, 745, 0.0375839
SHOPPING, all, 1, precision, 1951, 0.3444387
SHOPPING, all, 1, recall, 1541, 0.4360805
SHOPPING, all, 1, f1, 2820, 0.3848797
ACCOMMODATION, INFO, 1, acc, 850, 0.2623529
ACCOMMODATION, INFO, 1, precision, 472, 0.5529661
ACCOMMODATION, INFO, 1, recall, 917, 0.2846238
ACCOMMODATION, INFO, 1, f1, 1128, 0.3758099
ACCOMMODATION, TYPE_OF_PLACE, 1, acc, 202, 0.0198020
ACCOMMODATION, TYPE_OF_PLACE, 1, precision, 66, 0.0606061
ACCOMMODATION, TYPE_OF_PLACE, 1, recall, 140, 0.0285714
ACCOMMODATION, TYPE_OF_PLACE, 1, f1, 202, 0.0388350
ACCOMMODATION, PLACE, 1, acc, 749, 0.2830441
ACCOMMODATION, PLACE, 1, precision, 412, 0.6917476
ACCOMMODATION, PLACE, 1, recall, 782, 0.3644501
ACCOMMODATION, PLACE, 1, f1, 909, 0.4773869
ACCOMMODATION, NEIGHBOURHOOD, 1, acc, 204, 0.3431373
ACCOMMODATION, NEIGHBOURHOOD, 1, precision, 165, 0.4606061
ACCOMMODATION, NEIGHBOURHOOD, 1, recall, 137, 0.5547445
ACCOMMODATION, NEIGHBOURHOOD, 1, f1, 226, 0.5033113
ACCOMMODATION, all, 1, acc, 973, 0.0822199
ACCOMMODATION, all, 1, precision, 1115, 0.5614350
ACCOMMODATION, all, 1, recall, 1976, 0.3168016
ACCOMMODATION, all, 1, f1, 2465, 0.4050469
all, all, 2, acc, 1307, 0.0635042
all, all, 2, precision, 3288, 0.3768248
all, all, 2, recall, 2993, 0.4139659
all, all, 2, f1, 5042, 0.3945232
FOOD, INFO, 2, acc, 211, 0.2843602
FOOD, INFO, 2, precision, 173, 0.3757225
FOOD, INFO, 2, recall, 178, 0.3651685
FOOD, INFO, 2, f1, 286, 0.3703704
