topic, slot, schedule, stat, N, result
all, all, 1, acc, 12290, 0.0161107
all, all, 1, precision, 21107, 0.1742550
all, all, 1, recall, 28749, 0.1279349
all, all, 1, f1, 46178, 0.1475449
FOOD, INFO, 1, acc, 1733, 0.0640508
FOOD, INFO, 1, precision, 512, 0.2949219
FOOD, INFO, 1, recall, 1945, 0.0776350
FOOD, INFO, 1, f1, 2306, 0.1229141
FOOD, CUISINE, 1, acc, 778, 0.1863753
FOOD, CUISINE, 1, precision, 391, 0.4168798
FOOD, CUISINE, 1, recall, 673, 0.2421991
FOOD, CUISINE, 1, f1, 901, 0.3063910
FOOD, TYPE_OF_PLACE, 1, acc, 454, 0.1167401
FOOD, TYPE_OF_PLACE, 1, precision, 155, 0.4064516
FOOD, TYPE_OF_PLACE, 1, recall, 378, 0.1666667
FOOD, TYPE_OF_PLACE, 1, f1, 470, 0.2363977
FOOD, DRINK, 1, acc, 830, 0.0361446
FOOD, DRINK, 1, precision, 903, 0.0420819
FOOD, DRINK, 1, recall, 112, 0.3392857
FOOD, DRINK, 1, f1, 977, 0.0748768
FOOD, PLACE, 1, acc, 1167, 0.0000000
FOOD, PLACE, 1, precision, 889, 0.0000000
FOOD, PLACE, 1, recall, 527, 0.0000000
FOOD, PLACE, 1, f1, 1416, -
FOOD, MEAL_TIME, 1, acc, 23, 0.1304348
FOOD, MEAL_TIME, 1, precision, 21, 1.0000000
FOOD, MEAL_TIME, 1, recall, 46, 0.4565217
FOOD, MEAL_TIME, 1, f1, 46, 0.6268657
FOOD, DISH, 1, acc, 1801, 0.0832871
FOOD, DISH, 1, precision, 967, 0.2326784
FOOD, DISH, 1, recall, 1865, 0.1206434
FOOD, DISH, 1, f1, 2607, 0.1588983
FOOD, NEIGHBOURHOOD, 1, acc, 313, 0.0958466
FOOD, NEIGHBOURHOOD, 1, precision, 55, 0.5454545
FOOD, NEIGHBOURHOOD, 1, recall, 310, 0.0967742
FOOD, NEIGHBOURHOOD, 1, f1, 335, 0.1643836
FOOD, all, 1, acc, 2683, 0.0249720
FOOD, all, 1, precision, 3893, 0.1774981
FOOD, all, 1, recall, 5856, 0.1179986
FOOD, all, 1, f1, 9058, 0.1417581
