topic, slot, schedule, stat, N, result
all, all, 1, acc, 12290, 0.0567128
all, all, 1, precision, 29568, 0.3711783
all, all, 1, recall, 28749, 0.3817524
all, all, 1, f1, 47342, 0.3763911
FOOD, INFO, 1, acc, 1898, 0.3145416
FOOD, INFO, 1, precision, 1254, 0.6124402
FOOD, INFO, 1, recall, 1945, 0.3948586
FOOD, INFO, 1, f1, 2431, 0.4801500
FOOD, CUISINE, 1, acc, 808, 0.1683168
FOOD, CUISINE, 1, precision, 452, 0.3672566
FOOD, CUISINE, 1, recall, 673, 0.2466568
FOOD, CUISINE, 1, f1, 959, 0.2951111
FOOD, TYPE_OF_PLACE, 1, acc, 475, 0.2905263
FOOD, TYPE_OF_PLACE, 1, precision, 272, 0.5588235
FOOD, TYPE_OF_PLACE, 1, recall, 378, 0.4021164
FOOD, TYPE_OF_PLACE, 1, f1, 498, 0.4676923
FOOD, DRINK, 1, acc, 129, 0.0310078
FOOD, DRINK, 1, precision, 22, 0.1818182
FOOD, DRINK, 1, recall, 112, 0.0357143
FOOD, DRINK, 1, f1, 130, 0.0597015
FOOD, PLACE, 1, acc, 576, 0.0000000
FOOD, PLACE, 1, precision, 117, 0.0000000
FOOD, PLACE, 1, recall, 527, 0.0000000
FOOD, PLACE, 1, f1, 644, -
FOOD, MEAL_TIME, 1, acc, 35, 0.0571429
FOOD, MEAL_TIME, 1, precision, 22, 0.4545455
FOOD, MEAL_TIME, 1, recall, 46, 0.2173913
FOOD, MEAL_TIME, 1, f1, 58, 0.2941176
FOOD, DISH, 1, acc, 1928, 0.1467842
FOOD, DISH, 1, precision, 1164, 0.3848797
FOOD, DISH, 1, recall, 1865, 0.2402145
FOOD, DISH, 1, f1, 2581, 0.2958072
FOOD, NEIGHBOURHOOD, 1, acc, 367, 0.0708447
FOOD, NEIGHBOURHOOD, 1, precision, 95, 0.2736842
FOOD, NEIGHBOURHOOD, 1, recall, 310, 0.0838710
FOOD, NEIGHBOURHOOD, 1, f1, 379, 0.1283951
FOOD, all, 1, acc, 2683, 0.0518077
FOOD, all, 1, precision, 3398, 0.4632137
FOOD, all, 1, recall, 5856, 0.2687842
FOOD, all, 1, f1, 7680, 0.3401772
ATTRACTION, INFO, 1, acc, 4907, 0.2465865
ATTRACTION, INFO, 1, precision, 5712, 0.4756653
ATTRACTION, INFO, 1, recall, 4948, 0.5491108
ATTRACTION, INFO, 1, f1, 7943, 0.5097561
ATTRACTION, TYPE_OF_PLACE, 1, acc, 1806, 0.1993355
ATTRACTION, TYPE_OF_PLACE, 1, precision, 1188, 0.3585859
ATTRACTION, TYPE_OF_PLACE, 1, recall, 1388, 0.3069164
ATTRACTION, TYPE_OF_PLACE, 1, f1, 2150, 0.3307453
ATTRACTION, ACTIVITY, 1, acc, 2116, 0.1039698
ATTRACTION, ACTIVITY, 1, precision, 1713, 0.1885581
ATTRACTION, ACTIVITY, 1, recall, 1233, 0.2619627
ATTRACTION, ACTIVITY, 1, f1, 2623, 0.2192804
ATTRACTION, PLACE, 1, acc, 5075, 0.1877833
ATTRACTION, PLACE, 1, precision, 8650, 0.2228902
ATTRACTION, PLACE, 1, recall, 3987, 0.4835716
ATTRACTION, PLACE, 1, f1, 10709, 0.3051357
ATTRACTION, TIME, 1, acc, 311, 0.0739550
ATTRACTION, TIME, 1, precision, 108, 0.3981481
ATTRACTION, TIME, 1, recall, 300, 0.1433333
ATTRACTION, TIME, 1, f1, 365, 0.2107843
ATTRACTION, NEIGHBOURHOOD, 1, acc, 2003, 0.3240140
ATTRACTION, NEIGHBOURHOOD, 1, precision, 1158, 0.6286701
ATTRACTION, NEIGHBOURHOOD, 1, recall, 1843, 0.3950081
ATTRACTION, NEIGHBOURHOOD, 1, f1, 2273, 0.4851716
ATTRACTION, all, 1, acc, 5949, 0.0625315
ATTRACTION, all, 1, precision, 18529, 0.3327217
ATTRACTION, all, 1, recall, 13699, 0.4500328
ATTRACTION, all, 1, f1, 26063, 0.3825866
TRANSPORTATION, INFO, 1, acc, 1260, 0.2714286
TRANSPORTATION, INFO, 1, precision, 661, 0.6263238
TRANSPORTATION, INFO, 1, recall, 1195, 0.3464435
TRANSPORTATION, INFO, 1, f1, 1442, 0.4461207
TRANSPORTATION, FROM, 1, acc, 1288, 0.0527950
TRANSPORTATION, FROM, 1, precision, 1339, 0.1732636
TRANSPORTATION, FROM, 1, recall, 1055, 0.2199052
TRANSPORTATION, FROM, 1, f1, 2162, 0.1938179
TRANSPORTATION, TO, 1, acc, 1400, 0.0792857
TRANSPORTATION, TO, 1, precision, 1352, 0.1442308
TRANSPORTATION, TO, 1, recall, 1081, 0.1803885
TRANSPORTATION, TO, 1, f1, 2238, 0.1602959
TRANSPORTATION, STATION, 1, acc, 328, 0.0670732
TRANSPORTATION, STATION, 1, precision, 97, 0.2268041
TRANSPORTATION, STATION, 1, recall, 269, 0.0817844
TRANSPORTATION, STATION, 1, f1, 344, 0.1202186
TRANSPORTATION, LINE, 1, acc, 259, 0.2857143
TRANSPORTATION, LINE, 1, precision, 169, 0.6568047
TRANSPORTATION, LINE, 1, recall, 263, 0.4220532
TRANSPORTATION, LINE, 1, f1, 321, 0.5138889
TRANSPORTATION, TYPE, 1, acc, 1824, 0.6414474
TRANSPORTATION, TYPE, 1, precision, 1624, 0.7814039
TRANSPORTATION, TYPE, 1, recall, 1771, 0.7165443
TRANSPORTATION, TYPE, 1, f1, 2126, 0.7475700
TRANSPORTATION, TICKET, 1, acc, 49, 0.3877551
TRANSPORTATION, TICKET, 1, precision, 25, 0.7600000
TRANSPORTATION, TICKET, 1, recall, 43, 0.4418605
TRANSPORTATION, TICKET, 1, f1, 49, 0.5588235
TRANSPORTATION, all, 1, acc, 1940, 0.0536082
TRANSPORTATION, all, 1, precision, 5267, 0.4294665
TRANSPORTATION, all, 1, recall, 5677, 0.3984499
TRANSPORTATION, all, 1, f1, 8682, 0.4133772
SHOPPING, INFO, 1, acc, 575, 0.2486957
SHOPPING, INFO, 1, precision, 227, 0.7048458
SHOPPING, INFO, 1, recall, 603, 0.2653400
SHOPPING, INFO, 1, f1, 670, 0.3855422
SHOPPING, TYPE_OF_PLACE, 1, acc, 486, 0.3045267
SHOPPING, TYPE_OF_PLACE, 1, precision, 378, 0.4259259
SHOPPING, TYPE_OF_PLACE, 1, recall, 331, 0.4864048
SHOPPING, TYPE_OF_PLACE, 1, f1, 548, 0.4541608
SHOPPING, PLACE, 1, acc, 325, 0.1507692
SHOPPING, PLACE, 1, precision, 142, 0.3943662
SHOPPING, PLACE, 1, recall, 277, 0.2021661
SHOPPING, PLACE, 1, f1, 363, 0.2673031
SHOPPING, NEIGHBOURHOOD, 1, acc, 356, 0.1179775
SHOPPING, NEIGHBOURHOOD, 1, precision, 85, 0.5647059
SHOPPING, NEIGHBOURHOOD, 1, recall, 330, 0.1454545
SHOPPING, NEIGHBOURHOOD, 1, f1, 367, 0.2313253
SHOPPING, TIME, 1, acc, 0, -
SHOPPING, TIME, 1, precision, 0, -
SHOPPING, TIME, 1, recall, 0, -
SHOPPING, TIME, 1, f1, 0, -
SHOPPING, all, 1, acc, 745, 0.0697987
SHOPPING, all, 1, precision, 832, 0.5108173
SHOPPING, all, 1, recall, 1541, 0.2757949
SHOPPING, all, 1, f1, 1948, 0.3581964
ACCOMMODATION, INFO, 1, acc, 856, 0.3971963
ACCOMMODATION, INFO, 1, precision, 750, 0.6400000
ACCOMMODATION, INFO, 1, recall, 917, 0.5234460
ACCOMMODATION, INFO, 1, f1, 1187, 0.5758848
ACCOMMODATION, TYPE_OF_PLACE, 1, acc, 186, 0.0161290
ACCOMMODATION, TYPE_OF_PLACE, 1, precision, 61, 0.0491803
ACCOMMODATION, TYPE_OF_PLACE, 1, recall, 140, 0.0214286
ACCOMMODATION, TYPE_OF_PLACE, 1, f1, 198, 0.0298507
ACCOMMODATION, PLACE, 1, acc, 800, 0.0187500
ACCOMMODATION, PLACE, 1, precision, 599, 0.0333890
ACCOMMODATION, PLACE, 1, recall, 782, 0.0255754
ACCOMMODATION, PLACE, 1, f1, 1361, 0.0289645
ACCOMMODATION, NEIGHBOURHOOD, 1, acc, 219, 0.2100457
ACCOMMODATION, NEIGHBOURHOOD, 1, precision, 132, 0.3484848
ACCOMMODATION, NEIGHBOURHOOD, 1, recall, 137, 0.3357664
ACCOMMODATION, NEIGHBOURHOOD, 1, f1, 223, 0.3420074
ACCOMMODATION, all, 1, acc, 973, 0.0308325
ACCOMMODATION, all, 1, precision, 1542, 0.3560311
ACCOMMODATION, all, 1, recall, 1976, 0.2778340
ACCOMMODATION, all, 1, f1, 2969, 0.3121092
all, all, 2, acc, 1307, 0.0711553
all, all, 2, precision, 2894, 0.4340014
all, all, 2, recall, 2993, 0.4196458
all, all, 2, f1, 4631, 0.4267029
FOOD, INFO, 2, acc, 176, 0.3465909
FOOD, INFO, 2, precision, 110, 0.6545455
FOOD, INFO, 2, recall, 178, 0.4044944
FOOD, INFO, 2, f1, 216, 0.5000000
FOOD, CUISINE, 2, acc, 88, 0.2272727
FOOD, CUISINE, 2, precision, 52, 0.4423077
FOOD, CUISINE, 2, recall, 75, 0.3066667
FOOD, CUISINE, 2, f1, 104, 0.3622047
FOOD, TYPE_OF_PLACE, 2, acc, 46, 0.3043478
FOOD, TYPE_OF_PLACE, 2, precision, 29, 0.5517241
FOOD, TYPE_OF_PLACE, 2, recall, 36, 0.4444444
FOOD, TYPE_OF_PLACE, 2, f1, 49, 0.4923077
FOOD, DRINK, 2, acc, 10, 0.1000000
FOOD, DRINK, 2, precision, 1, 1.0000000
FOOD, DRINK, 2, recall, 10, 0.1000000
FOOD, DRINK, 2, f1, 10, 0.1818182
FOOD, PLACE, 2, acc, 65, 0.0000000
FOOD, PLACE, 2, precision, 4, 0.0000000
FOOD, PLACE, 2, recall, 65, 0.0000000
FOOD, PLACE, 2, f1, 69, -
FOOD, MEAL_TIME, 2, acc, 2, 0.0000000
FOOD, MEAL_TIME, 2, precision, 1, 0.0000000
FOOD, MEAL_TIME, 2, recall, 3, 0.0000000
FOOD, MEAL_TIME, 2, f1, 4, -
FOOD, DISH, 2, acc, 179, 0.1675978
FOOD, DISH, 2, precision, 102, 0.4607843
FOOD, DISH, 2, recall, 174, 0.2701149
FOOD, DISH, 2, f1, 229, 0.3405797
FOOD, NEIGHBOURHOOD, 2, acc, 33, 0.0606061
FOOD, NEIGHBOURHOOD, 2, precision, 6, 0.3333333
FOOD, NEIGHBOURHOOD, 2, recall, 30, 0.0666667
FOOD, NEIGHBOURHOOD, 2, f1, 34, 0.1111111
FOOD, all, 2, acc, 272, 0.0661765
FOOD, all, 2, precision, 305, 0.5278689
FOOD, all, 2, recall, 571, 0.2819615
FOOD, all, 2, f1, 715, 0.3675799
ATTRACTION, INFO, 2, acc, 473, 0.2621564
ATTRACTION, INFO, 2, precision, 529, 0.4858223
ATTRACTION, INFO, 2, recall, 465, 0.5526882
ATTRACTION, INFO, 2, f1, 737, 0.5171026
ATTRACTION, TYPE_OF_PLACE, 2, acc, 178, 0.2808989
ATTRACTION, TYPE_OF_PLACE, 2, precision, 127, 0.4409449
ATTRACTION, TYPE_OF_PLACE, 2, recall, 137, 0.4087591
ATTRACTION, TYPE_OF_PLACE, 2, f1, 208, 0.4242424
ATTRACTION, ACTIVITY, 2, acc, 209, 0.1387560
ATTRACTION, ACTIVITY, 2, precision, 168, 0.2678571
ATTRACTION, ACTIVITY, 2, recall, 125, 0.3600000
ATTRACTION, ACTIVITY, 2, f1, 248, 0.3071672
ATTRACTION, PLACE, 2, acc, 511, 0.2113503
ATTRACTION, PLACE, 2, precision, 808, 0.2821782
ATTRACTION, PLACE, 2, recall, 423, 0.5390071
ATTRACTION, PLACE, 2, f1, 1003, 0.3704305
ATTRACTION, TIME, 2, acc, 30, 0.1000000
ATTRACTION, TIME, 2, precision, 12, 0.5000000
ATTRACTION, TIME, 2, recall, 31, 0.1935484
ATTRACTION, TIME, 2, f1, 37, 0.2790698
ATTRACTION, NEIGHBOURHOOD, 2, acc, 211, 0.3886256
ATTRACTION, NEIGHBOURHOOD, 2, precision, 126, 0.7301587
ATTRACTION, NEIGHBOURHOOD, 2, recall, 199, 0.4623116
ATTRACTION, NEIGHBOURHOOD, 2, f1, 233, 0.5661538
ATTRACTION, all, 2, acc, 614, 0.0749186
ATTRACTION, all, 2, precision, 1770, 0.3864407
ATTRACTION, all, 2, recall, 1380, 0.4956522
ATTRACTION, all, 2, f1, 2466, 0.4342857
TRANSPORTATION, INFO, 2, acc, 141, 0.2624113
TRANSPORTATION, INFO, 2, precision, 73, 0.6027397
TRANSPORTATION, INFO, 2, recall, 132, 0.3333333
TRANSPORTATION, INFO, 2, f1, 161, 0.4292683
TRANSPORTATION, FROM, 2, acc, 144, 0.0555556
TRANSPORTATION, FROM, 2, precision, 121, 0.2066116
TRANSPORTATION, FROM, 2, recall, 123, 0.2032520
TRANSPORTATION, FROM, 2, f1, 219, 0.2049180
TRANSPORTATION, TO, 2, acc, 160, 0.1375000
TRANSPORTATION, TO, 2, precision, 133, 0.2706767
TRANSPORTATION, TO, 2, recall, 128, 0.2812500
TRANSPORTATION, TO, 2, f1, 225, 0.2758621
TRANSPORTATION, STATION, 2, acc, 29, 0.1034483
TRANSPORTATION, STATION, 2, precision, 5, 0.6000000
TRANSPORTATION, STATION, 2, recall, 27, 0.1111111
