topic, slot, schedule, stat, N, result
all, all, 1, acc, 12290, 0.0528885
all, all, 1, precision, 30831, 0.3629464
all, all, 1, recall, 28749, 0.3892309
all, all, 1, f1, 48390, 0.3756294
FOOD, INFO, 1, acc, 1922, 0.3251821
FOOD, INFO, 1, precision, 1377, 0.5947712
FOOD, INFO, 1, recall, 1945, 0.4210797
FOOD, INFO, 1, f1, 2503, 0.4930765
FOOD, CUISINE, 1, acc, 802, 0.1596010
FOOD, CUISINE, 1, precision, 438, 0.3812785
FOOD, CUISINE, 1, recall, 673, 0.2481426
FOOD, CUISINE, 1, f1, 944, 0.3006301
FOOD, TYPE_OF_PLACE, 1, acc, 471, 0.3057325
FOOD, TYPE_OF_PLACE, 1, precision, 273, 0.5787546
FOOD, TYPE_OF_PLACE, 1, recall, 378, 0.4179894
FOOD, TYPE_OF_PLACE, 1, f1, 493, 0.4854071
FOOD, DRINK, 1, acc, 132, 0.0227273
FOOD, DRINK, 1, precision, 24, 0.1250000
FOOD, DRINK, 1, recall, 112, 0.0267857
FOOD, DRINK, 1, f1, 133, 0.0441176
FOOD, PLACE, 1, acc, 583, 0.0000000
FOOD, PLACE, 1, precision, 126, 0.0000000
FOOD, PLACE, 1, recall, 527, 0.0000000
FOOD, PLACE, 1, f1, 653, -
FOOD, MEAL_TIME, 1, acc, 34, 0.0294118
FOOD, MEAL_TIME, 1, precision, 20, 0.4500000
FOOD, MEAL_TIME, 1, recall, 46, 0.1956522
FOOD, MEAL_TIME, 1, f1, 57, 0.2727273
FOOD, DISH, 1, acc, 1905, 0.1585302
FOOD, DISH, 1, precision, 1252, 0.3889776
FOOD, DISH, 1, recall, 1865, 0.2611260
FOOD, DISH, 1, f1, 2630, 0.3124799
FOOD, NEIGHBOURHOOD, 1, acc, 368, 0.0706522
FOOD, NEIGHBOURHOOD, 1, precision, 91, 0.2857143
FOOD, NEIGHBOURHOOD, 1, recall, 310, 0.0838710
FOOD, NEIGHBOURHOOD, 1, f1, 375, 0.1296758
FOOD, all, 1, acc, 2683, 0.0529258
FOOD, all, 1, precision, 3601, 0.4634824
FOOD, all, 1, recall, 5856, 0.2850068
FOOD, all, 1, f1, 7788, 0.3529661
ATTRACTION, INFO, 1, acc, 4991, 0.2324184
ATTRACTION, INFO, 1, precision, 6210, 0.4552335
ATTRACTION, INFO, 1, recall, 4948, 0.5713420
ATTRACTION, INFO, 1, f1, 8331, 0.5067216
ATTRACTION, TYPE_OF_PLACE, 1, acc, 1751, 0.1993147
ATTRACTION, TYPE_OF_PLACE, 1, precision, 1158, 0.3601036
ATTRACTION, TYPE_OF_PLACE, 1, recall, 1388, 0.3004323
ATTRACTION, TYPE_OF_PLACE, 1, f1, 2129, 0.3275727
ATTRACTION, ACTIVITY, 1, acc, 2046, 0.1163245
ATTRACTION, ACTIVITY, 1, precision, 1619, 0.2001235
ATTRACTION, ACTIVITY, 1, recall, 1233, 0.2627737
ATTRACTION, ACTIVITY, 1, f1, 2528, 0.2272090
ATTRACTION, PLACE, 1, acc, 5136, 0.1658879
ATTRACTION, PLACE, 1, precision, 9044, 0.2106369
ATTRACTION, PLACE, 1, recall, 3987, 0.4778029
ATTRACTION, PLACE, 1, f1, 11126, 0.2923797
ATTRACTION, TIME, 1, acc, 314, 0.0859873
ATTRACTION, TIME, 1, precision, 108, 0.3703704
ATTRACTION, TIME, 1, recall, 300, 0.1333333
ATTRACTION, TIME, 1, f1, 368, 0.1960784
ATTRACTION, NEIGHBOURHOOD, 1, acc, 2033, 0.3275947
ATTRACTION, NEIGHBOURHOOD, 1, precision, 1195, 0.6234310
ATTRACTION, NEIGHBOURHOOD, 1, recall, 1843, 0.4042322
ATTRACTION, NEIGHBOURHOOD, 1, f1, 2293, 0.4904542
ATTRACTION, all, 1, acc, 5949, 0.0529501
ATTRACTION, all, 1, precision, 19334, 0.3236785
ATTRACTION, all, 1, recall, 13699, 0.4568217
ATTRACTION, all, 1, f1, 26775, 0.3788938
TRANSPORTATION, INFO, 1, acc, 1253, 0.2889066
TRANSPORTATION, INFO, 1, precision, 669, 0.6412556
TRANSPORTATION, INFO, 1, recall, 1195, 0.3589958
TRANSPORTATION, INFO, 1, f1, 1435, 0.4603004
TRANSPORTATION, FROM, 1, acc, 1314, 0.0342466
TRANSPORTATION, FROM, 1, precision, 1394, 0.1649928
TRANSPORTATION, FROM, 1, recall, 1055, 0.2180095
TRANSPORTATION, FROM, 1, f1, 2219, 0.1878318
TRANSPORTATION, TO, 1, acc, 1385, 0.0606498
TRANSPORTATION, TO, 1, precision, 1390, 0.1316547
TRANSPORTATION, TO, 1, recall, 1081, 0.1692877
TRANSPORTATION, TO, 1, f1, 2288, 0.1481182
TRANSPORTATION, STATION, 1, acc, 331, 0.0604230
TRANSPORTATION, STATION, 1, precision, 100, 0.2000000
TRANSPORTATION, STATION, 1, recall, 269, 0.0743494
TRANSPORTATION, STATION, 1, f1, 349, 0.1084011
TRANSPORTATION, LINE, 1, acc, 259, 0.2586873
TRANSPORTATION, LINE, 1, precision, 161, 0.6459627
TRANSPORTATION, LINE, 1, recall, 263, 0.3954373
TRANSPORTATION, LINE, 1, f1, 320, 0.4905660
TRANSPORTATION, TYPE, 1, acc, 1823, 0.6401536
TRANSPORTATION, TYPE, 1, precision, 1644, 0.7828467
TRANSPORTATION, TYPE, 1, recall, 1771, 0.7267081
TRANSPORTATION, TYPE, 1, f1, 2128, 0.7537335
TRANSPORTATION, TICKET, 1, acc, 45, 0.4000000
TRANSPORTATION, TICKET, 1, precision, 20, 0.9000000
TRANSPORTATION, TICKET, 1, recall, 43, 0.4186047
TRANSPORTATION, TICKET, 1, f1, 45, 0.5714286
TRANSPORTATION, all, 1, acc, 1940, 0.0551546
TRANSPORTATION, all, 1, precision, 5378, 0.4222759
TRANSPORTATION, all, 1, recall, 5677, 0.4000352
TRANSPORTATION, all, 1, f1, 8784, 0.4108548
SHOPPING, INFO, 1, acc, 574, 0.2142857
SHOPPING, INFO, 1, precision, 211, 0.6682464
SHOPPING, INFO, 1, recall, 603, 0.2338308
SHOPPING, INFO, 1, f1, 673, 0.3464373
SHOPPING, TYPE_OF_PLACE, 1, acc, 481, 0.2972973
SHOPPING, TYPE_OF_PLACE, 1, precision, 372, 0.4112903
SHOPPING, TYPE_OF_PLACE, 1, recall, 331, 0.4622356
