topic, slot, schedule, stat, N, result
all, all, 1, acc, 12290, 0.0788446
all, all, 1, precision, 18345, 0.5194876
all, all, 1, recall, 28749, 0.3314898
all, all, 1, f1, 37564, 0.4047225
FOOD, INFO, 1, acc, 1845, 0.2753388
FOOD, INFO, 1, precision, 919, 0.6463547
FOOD, INFO, 1, recall, 1945, 0.3053985
FOOD, INFO, 1, f1, 2270, 0.4148045
FOOD, CUISINE, 1, acc, 703, 0.1721195
FOOD, CUISINE, 1, precision, 277, 0.4981949
FOOD, CUISINE, 1, recall, 673, 0.2050520
FOOD, CUISINE, 1, f1, 812, 0.2905263
FOOD, TYPE_OF_PLACE, 1, acc, 435, 0.2712644
FOOD, TYPE_OF_PLACE, 1, precision, 217, 0.6221198
FOOD, TYPE_OF_PLACE, 1, recall, 378, 0.3571429
FOOD, TYPE_OF_PLACE, 1, f1, 460, 0.4537815
FOOD, DRINK, 1, acc, 125, 0.0320000
FOOD, DRINK, 1, precision, 17, 0.2352941
FOOD, DRINK, 1, recall, 112, 0.0357143
FOOD, DRINK, 1, f1, 125, 0.0620155
FOOD, PLACE, 1, acc, 520, 0.0000000
FOOD, PLACE, 1, precision, 40, 0.0000000
FOOD, PLACE, 1, recall, 527, 0.0000000
FOOD, PLACE, 1, f1, 567, -
FOOD, MEAL_TIME, 1, acc, 34, 0.0882353
FOOD, MEAL_TIME, 1, precision, 22, 0.5000000
FOOD, MEAL_TIME, 1, recall, 46, 0.2391304
FOOD, MEAL_TIME, 1, f1, 57, 0.3235294
FOOD, DISH, 1, acc, 1833, 0.1816694
FOOD, DISH, 1, precision, 773, 0.5536869
FOOD, DISH, 1, recall, 1865, 0.2294906
FOOD, DISH, 1, f1, 2210, 0.3244882
FOOD, NEIGHBOURHOOD, 1, acc, 334, 0.0748503
FOOD, NEIGHBOURHOOD, 1, precision, 53, 0.4716981
FOOD, NEIGHBOURHOOD, 1, recall, 310, 0.0806452
FOOD, NEIGHBOURHOOD, 1, f1, 338, 0.1377410
FOOD, all, 1, acc, 2683, 0.0596347
FOOD, all, 1, precision, 2318, 0.5759275
FOOD, all, 1, recall, 5856, 0.2279713
FOOD, all, 1, f1, 6839, 0.3266455
ATTRACTION, INFO, 1, acc, 4661, 0.2821283
ATTRACTION, INFO, 1, precision, 3977, 0.5780739
ATTRACTION, INFO, 1, recall, 4948, 0.4646322
ATTRACTION, INFO, 1, f1, 6626, 0.5151821
ATTRACTION, TYPE_OF_PLACE, 1, acc, 1631, 0.2176579
ATTRACTION, TYPE_OF_PLACE, 1, precision, 793, 0.4918033
ATTRACTION, TYPE_OF_PLACE, 1, recall, 1388, 0.2809798
ATTRACTION, TYPE_OF_PLACE, 1, f1, 1791, 0.3576341
ATTRACTION, ACTIVITY, 1, acc, 1666, 0.1470588
ATTRACTION, ACTIVITY, 1, precision, 953, 0.3105981
ATTRACTION, ACTIVITY, 1, recall, 1233, 0.2400649
ATTRACTION, ACTIVITY, 1, f1, 1890, 0.2708143
ATTRACTION, PLACE, 1, acc, 4485, 0.2535117
ATTRACTION, PLACE, 1, precision, 4065, 0.3911439
ATTRACTION, PLACE, 1, recall, 3987, 0.3987961
ATTRACTION, PLACE, 1, f1, 6462, 0.3949329
ATTRACTION, TIME, 1, acc, 307, 0.0325733
ATTRACTION, TIME, 1, precision, 86, 0.3139535
ATTRACTION, TIME, 1, recall, 300, 0.0900000
ATTRACTION, TIME, 1, f1, 359, 0.1398964
ATTRACTION, NEIGHBOURHOOD, 1, acc, 1908, 0.3286164
ATTRACTION, NEIGHBOURHOOD, 1, precision, 953, 0.7313746
ATTRACTION, NEIGHBOURHOOD, 1, recall, 1843, 0.3781877
ATTRACTION, NEIGHBOURHOOD, 1, f1, 2099, 0.4985694
ATTRACTION, all, 1, acc, 5949, 0.0922844
ATTRACTION, all, 1, precision, 10827, 0.4894246
ATTRACTION, all, 1, recall, 13699, 0.3868166
ATTRACTION, all, 1, f1, 19227, 0.4321129
TRANSPORTATION, INFO, 1, acc, 1223, 0.2665576
TRANSPORTATION, INFO, 1, precision, 505, 0.6970297
TRANSPORTATION, INFO, 1, recall, 1195, 0.2945607
TRANSPORTATION, INFO, 1, f1, 1348, 0.4141176
TRANSPORTATION, FROM, 1, acc, 1152, 0.1119792
TRANSPORTATION, FROM, 1, precision, 664, 0.2379518
TRANSPORTATION, FROM, 1, recall, 1055, 0.1497630
TRANSPORTATION, FROM, 1, f1, 1561, 0.1838278
TRANSPORTATION, TO, 1, acc, 1210, 0.0826446
TRANSPORTATION, TO, 1, precision, 661, 0.2072617
TRANSPORTATION, TO, 1, recall, 1081, 0.1267345
TRANSPORTATION, TO, 1, f1, 1605, 0.1572905
TRANSPORTATION, STATION, 1, acc, 298, 0.0738255
TRANSPORTATION, STATION, 1, precision, 58, 0.3793103
TRANSPORTATION, STATION, 1, recall, 269, 0.0817844
TRANSPORTATION, STATION, 1, f1, 305, 0.1345566
TRANSPORTATION, LINE, 1, acc, 266, 0.3195489
TRANSPORTATION, LINE, 1, precision, 170, 0.6764706
TRANSPORTATION, LINE, 1, recall, 263, 0.4372624
TRANSPORTATION, LINE, 1, f1, 318, 0.5311778
TRANSPORTATION, TYPE, 1, acc, 1797, 0.6449638
TRANSPORTATION, TYPE, 1, precision, 1558, 0.8029525
TRANSPORTATION, TYPE, 1, recall, 1771, 0.7063806
TRANSPORTATION, TYPE, 1, f1, 2078, 0.7515771
TRANSPORTATION, TICKET, 1, acc, 48, 0.0833333
TRANSPORTATION, TICKET, 1, precision, 9, 0.4444444
TRANSPORTATION, TICKET, 1, recall, 43, 0.0930233
TRANSPORTATION, TICKET, 1, f1, 48, 0.1538462
TRANSPORTATION, all, 1, acc, 1940, 0.0783505
