topic, slot, schedule, stat, N, result
all, all, 1, acc, 12290, 0.0183076
all, all, 1, precision, 18008, 0.1973012
all, all, 1, recall, 28749, 0.1235869
all, all, 1, f1, 43204, 0.1519772
FOOD, INFO, 1, acc, 2059, 0.0961632
FOOD, INFO, 1, precision, 1048, 0.2280534
FOOD, INFO, 1, recall, 1945, 0.1228792
FOOD, INFO, 1, f1, 2754, 0.1597060
FOOD, CUISINE, 1, acc, 806, 0.0421836
FOOD, CUISINE, 1, precision, 311, 0.1318328
FOOD, CUISINE, 1, recall, 673, 0.0609212
FOOD, CUISINE, 1, f1, 943, 0.0833333
FOOD, TYPE_OF_PLACE, 1, acc, 578, 0.0484429
FOOD, TYPE_OF_PLACE, 1, precision, 285, 0.1052632
FOOD, TYPE_OF_PLACE, 1, recall, 378, 0.0793651
FOOD, TYPE_OF_PLACE, 1, f1, 633, 0.0904977
FOOD, DRINK, 1, acc, 223, 0.0134529
FOOD, DRINK, 1, precision, 131, 0.0229008
FOOD, DRINK, 1, recall, 112, 0.0267857
FOOD, DRINK, 1, f1, 240, 0.0246914
FOOD, PLACE, 1, acc, 1218, 0.0000000
FOOD, PLACE, 1, precision, 900, 0.0000000
FOOD, PLACE, 1, recall, 527, 0.0000000
FOOD, PLACE, 1, f1, 1427, -
FOOD, MEAL_TIME, 1, acc, 91, 0.0219780
FOOD, MEAL_TIME, 1, precision, 72, 0.0555556
FOOD, MEAL_TIME, 1, recall, 46, 0.0869565
FOOD, MEAL_TIME, 1, f1, 114, 0.0677966
FOOD, DISH, 1, acc, 1910, 0.0476440
FOOD, DISH, 1, precision, 657, 0.1582953
FOOD, DISH, 1, recall, 1865, 0.0557641
FOOD, DISH, 1, f1, 2418, 0.0824742
FOOD, NEIGHBOURHOOD, 1, acc, 547, 0.0182815
FOOD, NEIGHBOURHOOD, 1, precision, 281, 0.0355872
FOOD, NEIGHBOURHOOD, 1, recall, 310, 0.0322581
FOOD, NEIGHBOURHOOD, 1, f1, 581, 0.0338409
FOOD, all, 1, acc, 2683, 0.0014909
FOOD, all, 1, precision, 3685, 0.1169607
FOOD, all, 1, recall, 5856, 0.0735997
FOOD, all, 1, f1, 9110, 0.0903469
ATTRACTION, INFO, 1, acc, 4749, 0.0835965
ATTRACTION, INFO, 1, precision, 2380, 0.2050420
ATTRACTION, INFO, 1, recall, 4948, 0.0986257
ATTRACTION, INFO, 1, f1, 6840, 0.1331878
ATTRACTION, TYPE_OF_PLACE, 1, acc, 1413, 0.0184006
ATTRACTION, TYPE_OF_PLACE, 1, precision, 187, 0.1390374
ATTRACTION, TYPE_OF_PLACE, 1, recall, 1388, 0.0187320
ATTRACTION, TYPE_OF_PLACE, 1, f1, 1549, 0.0330159
ATTRACTION, ACTIVITY, 1, acc, 1381, 0.0036206
ATTRACTION, ACTIVITY, 1, precision, 319, 0.0156740
ATTRACTION, ACTIVITY, 1, recall, 1233, 0.0040552
ATTRACTION, ACTIVITY, 1, f1, 1547, 0.0064433
ATTRACTION, PLACE, 1, acc, 5162, 0.1055792
ATTRACTION, PLACE, 1, precision, 4143, 0.1351678
ATTRACTION, PLACE, 1, recall, 3987, 0.1404565
ATTRACTION, PLACE, 1, f1, 7570, 0.1377614
ATTRACTION, TIME, 1, acc, 294, 0.0136054
ATTRACTION, TIME, 1, precision, 19, 0.2631579
ATTRACTION, TIME, 1, recall, 300, 0.0166667
ATTRACTION, TIME, 1, f1, 314, 0.0313480
ATTRACTION, NEIGHBOURHOOD, 1, acc, 1812, 0.0849890
ATTRACTION, NEIGHBOURHOOD, 1, precision, 260, 0.6076923
ATTRACTION, NEIGHBOURHOOD, 1, recall, 1843, 0.0857298
ATTRACTION, NEIGHBOURHOOD, 1, f1, 1945, 0.1502615
ATTRACTION, all, 1, acc, 5949, 0.0191629
ATTRACTION, all, 1, precision, 7308, 0.1699507
ATTRACTION, all, 1, recall, 13699, 0.0906636
ATTRACTION, all, 1, f1, 19765, 0.1182463
TRANSPORTATION, INFO, 1, acc, 1262, 0.0618067
TRANSPORTATION, INFO, 1, precision, 391, 0.2173913
TRANSPORTATION, INFO, 1, recall, 1195, 0.0711297
TRANSPORTATION, INFO, 1, f1, 1501, 0.1071879
TRANSPORTATION, FROM, 1, acc, 1285, 0.0311284
TRANSPORTATION, FROM, 1, precision, 708, 0.0564972
TRANSPORTATION, FROM, 1, recall, 1055, 0.0379147
TRANSPORTATION, FROM, 1, f1, 1723, 0.0453772
TRANSPORTATION, TO, 1, acc, 1285, 0.0357977
TRANSPORTATION, TO, 1, precision, 657, 0.0700152
TRANSPORTATION, TO, 1, recall, 1081, 0.0425532
TRANSPORTATION, TO, 1, f1, 1692, 0.0529344
TRANSPORTATION, STATION, 1, acc, 469, 0.0191898
TRANSPORTATION, STATION, 1, precision, 238, 0.0378151
TRANSPORTATION, STATION, 1, recall, 269, 0.0334572
TRANSPORTATION, STATION, 1, f1, 498, 0.0355030
TRANSPORTATION, LINE, 1, acc, 522, 0.0938697
TRANSPORTATION, LINE, 1, precision, 365, 0.1479452
TRANSPORTATION, LINE, 1, recall, 263, 0.2053232
TRANSPORTATION, LINE, 1, f1, 574, 0.1719745
